,размер,ткань,цвет,рукав,спрос
1804,XXL,нейлон,фиолетовый,длинный,средний
1805,S,хлопок,кремовый,короткий,высокий
1806,M,хлопок,кремовый,длинный,средний
1807,3XL,шёлк,белый,короткий,низкий
1808,L,хлопок,чёрный,длинный,средний
1809,M,нейлон,голубой,длинный,средний
1810,XS,нейлон,белый,длинный,средний
1811,M,хлопок,голубой,короткий,высокий
1812,M,полиэстр,кремовый,короткий,высокий
1813,S,нейлон,белый,короткий,средний
1814,L,хлопок,синий,короткий,высокий
1815,XS,нейлон,голубой,короткий,высокий
1816,S,лён,зелёный,длинный,высокий
1817,L,полиэстр,синий,короткий,высокий
1818,M,нейлон,оранжевый,длинный,средний
1819,3XL,нейлон,белый,длинный,низкий
1820,XL,лён,белый,длинный,средний
1821,M,нейлон,синий,длинный,средний
1822,L,полиэстр,чёрный,длинный,высокий
1823,L,нейлон,кремовый,короткий,высокий
1824,XXL,полиэстр,жёлтый,короткий,высокий
1825,L,нейлон,белый,длинный,высокий
1826,L,нейлон,чёрный,короткий,высокий
1827,S,нейлон,зелёный,длинный,высокий
1828,M,нейлон,красный,короткий,высокий
1829,XL,полиэстр,фиолетовый,длинный,средний
1830,L,нейлон,зелёный,длинный,средний
1831,M,полиэстр,чёрный,длинный,средний
1832,XXL,хлопок,чёрный,короткий,средний
1833,XS,хлопок,голубой,длинный,средний
1834,M,нейлон,синий,длинный,средний
1835,XXL,нейлон,белый,короткий,низкий
1836,XS,хлопок,синий,короткий,высокий
1837,XS,нейлон,чёрный,короткий,средний
1838,XS,хлопок,кремовый,длинный,высокий
1839,L,нейлон,чёрный,длинный,высокий
1840,L,полиэстр,кремовый,короткий,высокий
1841,L,нейлон,белый,длинный,высокий
1842,S,лён,красный,короткий,высокий
1843,XL,нейлон,зелёный,длинный,средний
1844,XS,нейлон,красный,длинный,высокий
1845,XXL,лён,чёрный,короткий,средний
1846,XXL,нейлон,голубой,длинный,средний
1847,L,нейлон,синий,короткий,высокий
1848,XL,нейлон,синий,короткий,высокий
1849,S,полиэстр,чёрный,длинный,средний
1850,XXL,нейлон,жёлтый,длинный,средний
1851,L,полиэстр,фиолетовый,длинный,средний
1852,3XL,лён,оранжевый,длинный,средний
1853,XS,полиэстр,жёлтый,длинный,средний
1854,L,хлопок,кремовый,длинный,средний
1855,M,нейлон,зелёный,короткий,высокий
1856,S,полиэстр,голубой,длинный,высокий
1857,M,хлопок,чёрный,короткий,средний
1858,S,полиэстр,белый,короткий,средний
1859,L,полиэстр,красный,длинный,средний
1860,S,нейлон,белый,короткий,средний
1861,L,полиэстр,жёлтый,короткий,высокий
1862,M,лён,зелёный,длинный,средний
1863,L,полиэстр,белый,длинный,высокий
1864,3XL,нейлон,кремовый,длинный,средний
1865,M,полиэстр,жёлтый,длинный,средний
1866,3XL,полиэстр,чёрный,короткий,средний
1867,M,лён,фиолетовый,короткий,высокий
1868,3XL,нейлон,кремовый,короткий,высокий
1869,XL,хлопок,кремовый,короткий,высокий
1870,M,нейлон,оранжевый,короткий,высокий
1871,M,нейлон,синий,короткий,высокий
1872,L,нейлон,кремовый,короткий,высокий
1873,XL,нейлон,кремовый,короткий,высокий
1874,L,хлопок,чёрный,длинный,средний
